Ticker,calendar_qtr_x,public_date,EV/EBITDA,P/E Ratio,P/S Ratio,Net Margin,EBITDA Margin,Return on Assets,Return on Equity,Debt-to-Equity,Interest Coverage,Quick Ratio,Current Ratio,Asset Turnover,Price-to-Book,date,Current Volume,predicted_volume
NOW,2022Q4,2022-10-31,194.088,345.6,12.901,0.028,0.092,0.06,0.051,1.748,9.231,1.106,1.106,0.623,20.305,2022-10-31,1898529.0,1359853.0
NVDA,2022Q4,2022-10-31,51.865,4.425,11.165,0.26,0.359,0.253,0.313,0.725,36.737,4.731,5.295,0.686,13.775,2022-10-31,48591542.0,43195915.0
RBLX,2022Q4,2022-10-31,-87.421,-47.095,11.06,-0.251,-0.201,-0.114,-0.978,6.625,-20.045,1.612,1.612,0.505,44.604,2022-10-31,10325524.0,8403625.0
KLAC,2022Q4,2022-10-31,12.968,14.437,4.868,0.361,0.435,0.351,1.091,7.991,22.828,1.749,2.497,0.806,21.767,2022-10-31,1348166.0,1647988.0
OKTA,2022Q4,2022-10-31,-39.556,-9.528,5.356,-0.572,-0.445,-0.079,-0.156,0.591,-15.939,2.523,2.523,0.176,1.572,2022-10-31,3453824.0,2263310.0
MDB,2022Q4,2022-10-31,-86.033,-34.147,11.71,-0.334,-0.302,-0.138,-0.541,2.627,-34.672,4.215,4.215,0.447,18.968,2022-10-31,1126349.0,1150819.0
ON,2022Q4,2022-10-31,9.921,15.915,3.487,0.226,0.369,0.301,0.39,1.068,20.824,1.725,2.645,0.77,4.895,2022-10-31,17877547.0,8277454.0
ANSS,2022Q4,2022-10-31,43.182,42.449,9.653,0.23,0.338,0.111,0.103,0.387,42.338,2.34,2.34,0.326,4.257,2022-10-31,760315.0,627202.0
QCOM,2022Q4,2022-10-31,11.561,10.422,3.13,0.305,0.374,0.377,1.201,2.462,26.842,1.29,1.635,0.961,8.219,2022-10-31,6858674.0,5734530.0
AMZN,2022Q4,2022-10-31,31.346,91.998,2.151,0.024,0.11,0.135,0.091,2.116,7.706,0.791,1.04,1.19,7.953,2022-10-31,100116646.0,153072236.0
HPE,2022Q4,2022-10-31,7.225,5.115,0.656,0.133,0.166,0.082,0.187,1.817,7.315,0.668,0.918,0.488,0.871,2022-10-31,13517027.0,15357775.0
LRCX,2022Q4,2022-10-31,11.142,12.36,3.204,0.267,0.331,0.345,0.748,1.739,29.129,1.822,2.691,1.041,8.793,2022-10-31,1850469.0,1551136.0
CTSH,2022Q4,2022-10-31,12.252,14.443,1.662,0.117,0.184,0.204,0.19,0.47,297.0,2.156,2.156,1.104,2.632,2022-10-31,3749810.0,2410633.0
PYPL,2022Q4,2022-10-31,39.029,48.034,3.611,0.078,0.19,0.067,0.096,2.61,15.09,1.233,1.233,0.347,4.82,2022-10-31,17682229.0,10236261.0
PANW,2022Q4,2022-10-31,447.713,-189.95,9.429,-0.049,0.022,0.011,-0.548,57.35,-5.916,0.772,0.772,0.489,56.653,2022-10-31,2999310.0,2152646.0
GOOGL,2022Q4,2022-10-31,18.234,0.879,2.03,0.259,0.348,0.277,0.287,0.411,164.269,2.874,2.898,0.784,2.202,2022-10-31,31612914.0,47017716.0
PLTR,2022Q4,2022-10-31,-153.54,-32.556,9.896,-0.309,-0.124,-0.067,-0.24,0.413,-93.803,4.298,4.298,0.534,7.349,2022-10-31,31376113.0,29799983.0
FSLY,2022Q4,2022-10-31,-22.374,-5.177,2.66,-0.499,-0.473,-0.086,-0.193,1.091,-38.296,5.115,5.115,0.186,1.042,2022-10-31,3159084.0,2493808.0
NET,2022Q4,2022-10-31,-388.04,-62.578,19.615,-0.357,-0.109,-0.042,-0.389,2.44,-5.386,6.752,6.752,0.342,27.459,2022-10-31,3518869.0,4374973.0
IBM,2022Q4,2022-10-31,13.814,22.305,2.095,0.094,0.217,0.093,0.261,5.743,4.75,0.825,0.877,0.445,6.442,2022-10-31,4915270.0,3590607.0
SQ,2022Q4,2022-10-31,-6983.3,-66.744,1.953,-0.03,-0.001,-0.001,-0.074,1.116,-4.528,1.884,1.897,0.759,1.866,2022-10-31,10545330.0,12013887.0
CRM,2022Q4,2022-10-31,62.126,301.093,5.545,0.018,0.129,0.042,0.009,0.579,0.254,1.048,1.048,0.317,2.705,2022-10-31,4878097.0,4545909.0
CSCO,2022Q4,2022-10-31,12.32,16.11,3.615,0.229,0.31,0.167,0.291,1.363,39.211,1.332,1.432,0.538,4.68,2022-10-31,17712873.0,11976650.0
MLSS,2022Q4,2022-10-31,-13.196,-6.0,5.334,-0.852,-0.887,-0.412,-0.486,0.262,-461.19,4.733,5.204,0.493,3.856,2022-10-31,69928.0,71856.0
CRWD,2022Q4,2022-10-31,-1059.2,-214.93,19.182,-0.094,-0.026,-0.013,-0.174,2.453,-5.022,1.836,1.836,0.492,28.709,2022-10-31,2167609.0,2589887.0
AKAM,2022Q4,2022-10-31,15.24,23.745,3.903,0.171,0.375,0.165,0.135,0.852,18.104,2.404,2.404,0.436,3.228,2022-10-31,1391097.0,1217857.0
FTNT,2022Q4,2022-10-31,63.281,70.394,11.686,0.177,0.217,0.143,0.849,12.204,40.254,1.345,1.421,0.668,56.465,2022-10-31,5377672.0,4751082.0
INTC,2022Q4,2022-10-31,8.948,6.101,1.599,0.26,0.356,0.156,0.199,0.752,13.407,1.651,2.044,0.43,1.153,2022-10-31,59028419.0,44097811.0
SPLK,2022Q4,2022-10-31,-32.511,-13.383,4.471,-0.328,-0.247,-0.135,-1.95,-23.53,-6.734,1.601,1.601,0.571,56.653,2022-10-31,1287580.0,1908216.0
DOCU,2022Q4,2022-10-31,-11345.0,-89.444,4.155,-0.046,-0.001,-0.001,-0.392,7.019,-13.448,0.988,0.988,0.917,23.264,2022-10-31,2405024.0,3585339.0
DDOG,2022Q4,2022-10-31,1147.72,345.6,17.215,0.005,0.029,0.017,0.006,1.253,0.534,3.496,3.496,0.56,19.35,2022-10-31,4051925.0,3484215.0
INTU,2022Q4,2022-10-31,38.602,58.723,9.451,0.162,0.277,0.163,0.151,0.687,34.333,1.39,1.39,0.588,7.05,2022-10-31,1018330.0,4162476.0
CDW,2022Q4,2022-10-31,16.441,23.512,1.02,0.044,0.081,0.167,1.014,12.941,8.394,1.102,1.296,1.858,17.71,2022-10-31,832352.0,997189.0
MU,2022Q4,2022-10-31,4.124,6.981,1.912,0.282,0.547,0.269,0.185,0.328,36.526,2.005,2.889,0.492,1.178,2022-10-31,15878489.0,11693326.0
MRVL,2022Q4,2022-10-31,33.582,-152.62,6.135,-0.039,0.316,0.08,-0.014,0.416,2.154,1.129,1.618,0.25,2.175,2022-10-31,10368331.0,7619869.0
HPE,2023Q1,2023-01-31,6.593,24.439,0.726,0.03,0.169,0.084,0.043,1.873,8.992,0.662,0.885,0.496,1.024,2023-01-31,24130434.0,18695055.0
UBER,2023Q1,2023-01-31,-78.069,-6.828,2.108,-0.302,-0.032,-0.027,-0.787,2.579,-3.494,0.999,0.999,0.876,9.687,2023-01-31,15611532.0,21206352.0
DOCU,2023Q1,2023-01-31,4511.57,-91.879,5.024,-0.054,0.002,0.001,-0.407,6.009,-12.748,1.003,1.003,0.927,25.565,2023-01-31,3391171.0,3771858.0
TSLA,2023Q1,2023-01-31,58.592,53.574,7.321,0.149,0.215,0.253,0.35,0.892,58.458,1.056,1.408,1.105,13.746,2023-01-31,196643435.0,213677567.0
MU,2023Q1,2023-01-31,5.944,10.944,2.423,0.228,0.526,0.223,0.128,0.34,35.462,2.246,3.176,0.413,1.334,2023-01-31,23791585.0,20853790.0
ADBE,2023Q1,2023-01-31,24.505,36.667,9.63,0.27,0.38,0.246,0.329,0.933,54.446,1.107,1.107,0.647,12.042,2023-01-31,2553302.0,3345706.0
INTC,2023Q1,2023-01-31,9.521,8.749,1.681,0.191,0.311,0.127,0.134,0.727,7.939,1.542,1.969,0.403,1.166,2023-01-31,52499868.0,63062481.0
MLSS,2023Q1,2023-01-31,-10.97,-5.549,4.939,-0.834,-0.88,-0.439,-0.521,0.285,-461.19,4.36,4.818,0.533,4.082,2023-01-31,20297.0,49138.0
PANW,2023Q1,2023-01-31,261.096,-160.76,8.246,-0.025,0.037,0.019,-0.484,38.456,-2.546,0.719,0.719,0.503,54.016,2023-01-31,2031909.0,5308486.0
GOOGL,2023Q1,2023-01-31,17.46,19.633,2.087,0.237,0.331,0.264,0.263,0.409,152.432,2.748,2.779,0.789,2.317,2023-01-31,29856186.0,35465063.0
LRCX,2023Q1,2023-01-31,12.587,1.434,3.75,0.27,0.335,0.366,0.789,1.642,30.726,1.981,2.822,1.04,9.104,2023-01-31,1788363.0,2455746.0
ANSS,2023Q1,2023-01-31,38.371,49.88,11.425,0.231,0.341,0.113,0.104,0.382,35.167,2.216,2.216,0.329,5.044,2023-01-31,406729.0,483664.0
WDC,2023Q1,2023-01-31,7.264,14.798,0.803,0.054,0.178,0.119,0.079,1.145,7.473,1.148,1.907,0.674,1.159,2023-01-31,6289900.0,15412298.0
CRWD,2023Q1,2023-01-31,-761.42,-139.34,11.593,-0.087,-0.028,-0.015,-0.165,2.43,-5.639,1.803,1.803,0.506,17.949,2023-01-31,4631222.0,5368016.0
IBM,2023Q1,2023-01-31,13.689,89.225,2.012,0.023,0.209,0.094,0.066,5.694,4.883,0.853,0.906,0.467,6.068,2023-01-31,7206448.0,5428898.0
NET,2023Q1,2023-01-31,-305.47,-76.681,16.846,-0.252,-0.11,-0.041,-0.326,2.865,-9.262,6.046,6.046,0.369,25.358,2023-01-31,4712751.0,5127420.0
CDW,2023Q1,2023-01-31,15.313,25.76,1.114,0.044,0.083,0.16,0.986,12.357,7.778,1.095,1.279,1.772,17.312,2023-01-31,864157.0,713232.0
INTU,2023Q1,2023-01-31,39.652,64.333,8.905,0.141,0.262,0.143,0.123,0.685,21.561,1.402,1.402,0.486,7.12,2023-01-31,1156963.0,1502259.0
TXN,2023Q1,2023-01-31,14.452,18.575,7.954,0.442,0.562,0.463,0.662,0.8,51.315,4.394,5.214,0.802,11.0,2023-01-31,5838173.0,7821897.0
ENPH,2023Q1,2023-01-31,74.926,106.947,14.961,0.147,0.2,0.179,0.636,4.201,17.684,3.271,3.503,0.852,49.513,2023-01-31,4127377.0,4103695.0
META,2023Q1,2023-01-31,13.644,14.201,2.807,0.244,0.371,0.262,0.227,0.363,2032.74,2.757,2.757,0.696,2.672,2023-01-31,29790475.0,55583974.0
CDNS,2023Q1,2023-01-31,37.835,64.377,14.528,0.229,0.356,0.281,0.292,0.672,60.087,1.496,1.602,0.759,18.427,2023-01-31,1714386.0,1580855.0
PLTR,2023Q1,2023-01-31,-138.63,-27.786,8.414,-0.306,-0.1,-0.056,-0.242,0.402,-68.652,4.338,4.338,0.556,6.452,2023-01-31,40984037.0,50123739.0
NFLX,2023Q1,2023-01-31,28.445,31.708,5.007,0.16,0.191,0.135,0.298,1.518,7.882,1.042,1.042,0.685,7.677,2023-01-31,5623904.0,7951928.0
ON,2023Q1,2023-01-31,9.435,19.028,3.932,0.214,0.391,0.319,0.358,1.019,26.092,1.858,2.771,0.773,5.579,2023-01-31,5057546.0,9092947.0
NOW,2023Q1,2023-01-31,174.165,330.0,13.353,0.029,0.088,0.057,0.052,1.681,9.556,1.131,1.131,0.629,20.427,2023-01-31,2036167.0,2261490.0
AVGO,2023Q1,2023-01-31,12.26,22.051,7.347,0.346,0.581,0.259,0.523,2.226,8.863,2.351,2.624,0.446,10.742,2023-01-31,2354075.0,2623794.0
NVDA,2023Q1,2023-01-31,54.646,8.314,16.866,0.209,0.306,0.202,0.235,0.767,28.239,3.903,4.483,0.659,22.31,2023-01-31,49693204.0,65912375.0
CRM,2023Q1,2023-01-31,48.187,330.0,5.545,0.009,0.138,0.045,0.005,0.583,1.673,1.047,1.047,0.324,2.83,2023-01-31,6421297.0,8853905.0
MDB,2023Q1,2023-01-31,-68.04,-39.89,12.592,-0.307,-0.28,-0.137,-0.547,2.641,-35.646,4.073,4.073,0.485,21.871,2023-01-31,1227374.0,1724354.0
VMW,2023Q1,2023-01-31,17.915,36.889,3.957,0.107,0.262,0.115,0.271,-330.12,7.492,0.758,0.758,0.469,54.016,2023-01-31,1105047.0,1426373.0
CSCO,2023Q1,2023-01-31,13.262,17.57,3.812,0.22,0.307,0.17,0.283,1.339,38.267,1.353,1.448,0.559,4.949,2023-01-31,16849907.0,19515792.0
OKTA,2023Q1,2023-01-31,-29.037,-12.757,6.55,-0.522,-0.415,-0.079,-0.158,0.636,-26.194,2.391,2.391,0.19,2.096,2023-01-31,3256104.0,3479099.0
MSFT,2023Q1,2023-01-31,22.254,26.704,9.084,0.344,0.487,0.285,0.435,1.126,42.142,1.909,1.952,0.576,10.614,2023-01-31,26491956.0,31216676.0
ADI,2023Q1,2023-01-31,12.926,32.661,7.22,0.229,0.512,0.12,0.067,0.379,19.254,1.448,2.022,0.234,2.164,2023-01-31,2534019.0,4156976.0
MRVL,2023Q1,2023-01-31,28.192,-269.69,6.321,-0.024,0.319,0.084,-0.009,0.427,2.829,1.032,1.488,0.263,2.367,2023-01-31,9409463.0,14912542.0
QCOM,2023Q1,2023-01-31,8.604,11.675,3.36,0.294,0.376,0.368,0.921,1.721,27.425,1.212,1.747,0.979,8.17,2023-01-31,7112407.0,10454622.0
RBLX,2023Q1,2023-01-31,-51.554,-28.189,9.232,-0.351,-0.294,-0.149,-1.36,8.077,-20.642,1.685,1.685,0.461,48.254,2023-01-31,9242881.0,11213141.0
ZS,2023Q1,2023-01-31,-105.74,-47.754,14.814,-0.302,-0.221,-0.107,-0.676,4.114,-7.293,2.135,2.135,0.458,41.769,2023-01-31,2067438.0,2420164.0
CTSH,2023Q1,2023-01-31,11.443,14.833,1.754,0.121,0.185,0.206,0.194,0.46,231.846,2.197,2.197,1.108,2.797,2023-01-31,4184781.0,5705011.0
TISI,2023Q1,2023-01-31,-31.282,-2.285,0.071,-0.158,-0.022,-0.026,-3.129,55.309,-0.684,0.814,0.899,1.165,0.611,2023-01-31,15831.0,25534.0
SPLK,2023Q1,2023-01-31,-45.693,-22.481,4.778,-0.208,-0.142,-0.088,-3.43,-13.679,-6.58,1.448,1.448,0.616,54.016,2023-01-31,1930622.0,2554511.0
AKAM,2023Q1,2023-01-31,14.807,26.009,3.873,0.155,0.365,0.16,0.124,0.889,27.18,2.058,2.058,0.439,3.259,2023-01-31,1174722.0,996148.0
TEAM,2023Q1,2023-01-31,-733.65,-181.6,8.039,-0.076,-0.032,-0.03,-0.824,9.153,-7.253,1.18,1.18,0.95,50.011,2023-01-31,1777633.0,2008310.0
SQ,2023Q1,2023-01-31,-4380.5,-88.826,2.59,-0.03,-0.001,-0.001,-0.049,0.867,-6.337,1.872,1.885,0.671,2.637,2023-01-31,8801934.0,11087226.0
KLAC,2023Q1,2023-01-31,13.175,17.727,5.516,0.333,0.44,0.365,0.819,3.249,20.172,1.699,2.419,0.797,20.433,2023-01-31,1102171.0,1716200.0
AMZN,2023Q1,2023-01-31,29.493,93.968,2.104,0.023,0.105,0.129,0.086,2.103,6.264,0.745,0.997,1.196,7.686,2023-01-31,66425681.0,80348582.0
AMD,2023Q1,2023-01-31,24.126,45.823,5.307,0.1,0.266,0.154,0.069,0.244,38.857,1.789,2.262,0.425,2.14,2023-01-31,71538612.0,152363304.0
FTNT,2023Q1,2023-01-31,53.753,57.643,9.981,0.181,0.227,0.163,1.048,-786.22,45.983,1.169,1.244,0.738,51.797,2023-01-31,6023814.0,9133370.0
PYPL,2023Q1,2023-01-31,28.022,41.365,3.422,0.085,0.19,0.068,0.109,2.714,13.967,1.228,1.228,0.354,4.568,2023-01-31,15699914.0,13197093.0
SNPS,2023Q1,2023-01-31,32.779,56.24,10.608,0.194,0.272,0.152,0.182,0.7,691.458,1.009,1.086,0.559,9.749,2023-01-31,929483.0,835402.0
AAPL,2023Q1,2023-01-31,18.229,23.615,5.789,0.253,0.325,0.364,1.742,5.962,40.75,0.847,0.879,1.121,44.32,2023-01-31,65809893.0,77597193.0
DDOG,2023Q1,2023-01-31,2565.48,-1078.8,14.337,-0.009,0.011,0.007,-0.013,1.222,-0.817,3.341,3.341,0.591,17.032,2023-01-31,3191787.0,7911047.0
FSLY,2023Q1,2023-01-31,-16.869,-6.161,3.097,-0.49,-0.456,-0.09,-0.202,1.058,-40.494,4.624,4.624,0.202,1.317,2023-01-31,1909765.0,3925088.0
GDDY,2023Q1,2023-01-31,22.201,38.924,3.155,0.085,0.182,0.104,1.716,-26.384,4.004,0.676,0.676,0.575,54.016,2023-01-31,1024960.0,758041.0
WDAY,2023Q1,2023-01-31,413.641,-146.31,6.225,-0.053,0.021,0.011,-0.067,1.465,-3.007,1.488,1.488,0.486,6.842,2023-01-31,1952646.0,2369462.0
CRM,2023Q2,2023-04-30,37.735,224.929,6.327,0.007,0.152,0.049,0.004,0.694,6.256,1.019,1.019,0.323,3.399,2023-04-28,4094567.0,2882931.0
AVGO,2023Q2,2023-04-30,12.975,2.109,7.537,0.372,0.583,0.277,0.585,2.29,9.493,2.145,2.406,0.476,11.127,2023-04-28,1604159.0,1686782.0
MU,2023Q2,2023-04-30,6.975,46.302,3.054,0.07,0.48,0.168,0.033,0.359,15.279,2.299,3.392,0.347,1.49,2023-04-28,18036357.0,12777242.0
CTSH,2023Q2,2023-04-30,8.67,13.54,1.56,0.118,0.182,0.198,0.185,0.45,156.158,2.171,2.171,1.088,2.426,2023-04-28,3350561.0,2957907.0
TXN,2023Q2,2023-04-30,14.286,17.768,7.577,0.437,0.555,0.429,0.624,0.866,46.091,3.774,4.697,0.772,10.364,2023-04-28,6548643.0,4806165.0
DOCU,2023Q2,2023-04-30,450.582,-100.9,3.977,-0.039,0.012,0.01,-0.214,3.881,-8.931,0.739,0.739,0.906,15.931,2023-04-28,1906059.0,1849143.0
RBLX,2023Q2,2023-04-30,-23.643,-22.968,8.861,-0.415,-0.357,-0.16,-1.263,16.569,-23.151,1.547,1.547,0.448,54.266,2023-04-28,6750192.0,6996560.0
FTNT,2023Q2,2023-04-30,36.747,59.481,11.195,0.194,0.242,0.176,4.44,-23.116,53.611,1.152,1.238,0.727,62.146,2023-04-28,5575025.0,3820808.0
NVDA,2023Q2,2023-04-30,68.767,159.477,25.41,0.162,0.266,0.168,0.178,0.863,21.519,2.73,3.516,0.632,30.669,2023-04-28,29153836.0,56992543.0
IBM,2023Q2,2023-04-30,14.331,64.826,1.896,0.029,0.209,0.098,0.076,4.795,5.024,0.875,0.924,0.467,4.736,2023-04-28,5061247.0,2724992.0
MDB,2023Q2,2023-04-30,-49.633,-47.706,13.181,-0.269,-0.254,-0.13,-0.839,2.501,-35.384,3.8,3.8,0.51,22.879,2023-04-28,1571788.0,1666584.0
NOW,2023Q2,2023-04-30,112.351,224.929,12.917,0.045,0.1,0.06,0.074,1.643,14.037,1.108,1.108,0.601,18.561,2023-04-28,2360323.0,1424271.0
CSCO,2023Q2,2023-04-30,12.764,17.308,3.622,0.213,0.301,0.171,0.283,1.32,36.477,1.342,1.446,0.566,4.643,2023-04-28,19460786.0,13048018.0
ENPH,2023Q2,2023-04-30,74.096,59.278,9.654,0.17,0.217,0.196,0.629,2.736,48.023,3.313,3.548,0.903,27.098,2023-04-28,7840734.0,5202802.0
META,2023Q2,2023-04-30,8.093,27.977,4.559,0.199,0.362,0.24,0.185,0.477,181.378,2.203,2.203,0.663,4.229,2023-04-28,39501684.0,29066316.0
DDOG,2023Q2,2023-04-30,-1007.4,-341.08,11.917,-0.03,-0.014,-0.009,-0.041,1.13,-3.55,3.086,3.086,0.622,14.153,2023-04-28,6399345.0,4895371.0
CDNS,2023Q2,2023-04-30,35.961,67.783,16.035,0.238,0.349,0.261,0.308,0.871,48.611,1.171,1.266,0.748,20.694,2023-04-28,1979893.0,1063261.0
NET,2023Q2,2023-04-30,-169.6,-79.746,13.845,-0.198,-0.1,-0.039,-0.269,3.148,-39.578,4.745,4.745,0.393,21.639,2023-04-28,33129534.0,10217655.0
AMD,2023Q2,2023-04-30,18.936,106.393,6.098,0.056,0.24,0.142,0.041,0.234,19.125,1.766,2.358,0.59,2.539,2023-04-28,50619256.0,59291507.0
SNPS,2023Q2,2023-04-30,37.748,61.375,11.206,0.186,0.264,0.145,0.17,0.673,759.285,1.061,1.143,0.538,10.03,2023-04-28,738227.0,533426.0
NFLX,2023Q2,2023-04-30,24.835,33.159,4.639,0.142,0.189,0.128,0.245,1.339,7.976,1.168,1.168,0.679,7.059,2023-04-28,4203582.0,5302809.0
WDAY,2023Q2,2023-04-30,360.637,-129.26,6.169,-0.059,0.022,0.012,-0.072,1.414,-2.171,1.752,1.752,0.518,6.863,2023-04-28,1095283.0,1068153.0
ADI,2023Q2,2023-04-30,13.415,27.131,7.17,0.273,0.525,0.13,0.084,0.374,20.504,1.475,2.014,0.249,2.254,2023-04-28,3149105.0,2559800.0
INTU,2023Q2,2023-04-30,35.388,65.191,9.093,0.142,0.266,0.133,0.116,0.692,16.826,1.403,1.403,0.495,7.699,2023-04-28,2502104.0,1402253.0
MSFT,2023Q2,2023-04-30,20.494,34.178,11.194,0.33,0.482,0.279,0.406,1.09,42.395,1.838,1.88,0.569,12.455,2023-04-28,36390153.0,21264708.0
AKAM,2023Q2,2023-04-30,12.779,25.144,3.462,0.145,0.354,0.156,0.117,0.904,63.118,2.405,2.405,0.44,2.859,2023-04-28,1146021.0,955596.0
KLAC,2023Q2,2023-04-30,11.906,15.894,5.059,0.338,0.437,0.371,0.998,4.053,18.021,1.66,2.396,0.815,16.769,2023-04-28,1315737.0,684019.0
CDW,2023Q2,2023-04-30,14.619,20.86,0.963,0.047,0.087,0.158,0.815,7.19,7.567,1.165,1.327,1.804,12.652,2023-04-28,1114020.0,1332691.0
LRCX,2023Q2,2023-04-30,10.184,1.409,3.696,0.269,0.335,0.369,0.783,1.559,32.585,1.899,2.805,1.062,8.478,2023-04-28,1131627.0,831886.0
ANSS,2023Q2,2023-04-30,30.294,52.407,13.171,0.254,0.35,0.111,0.11,0.374,26.762,2.094,2.094,0.317,5.525,2023-04-28,489475.0,405167.0
PANW,2023Q2,2023-04-30,162.321,224.929,9.058,0.006,0.055,0.029,0.117,26.491,2.058,0.712,0.712,0.502,54.266,2023-04-28,3933339.0,3949660.0
HPE,2023Q2,2023-04-30,6.578,22.031,0.632,0.029,0.17,0.087,0.041,1.796,8.992,0.647,0.887,0.518,0.912,2023-04-28,8821629.0,8476304.0
FSLY,2023Q2,2023-04-30,-10.666,-9.414,4.283,-0.441,-0.401,-0.086,-0.194,0.985,-40.418,4.179,4.179,0.213,1.94,2023-04-28,2767888.0,2609718.0
WDC,2023Q2,2023-04-30,9.785,-143.5,0.7,-0.005,0.129,0.079,-0.006,1.121,3.986,1.114,1.901,0.614,0.91,2023-04-28,3891403.0,2709539.0
TSLA,2023Q2,2023-04-30,22.521,45.39,6.393,0.154,0.216,0.243,0.335,0.815,72.419,1.051,1.532,1.128,11.628,2023-04-28,122381452.0,108988266.0
INTC,2023Q2,2023-04-30,9.599,16.01,2.055,0.127,0.251,0.09,0.08,0.777,2.169,1.156,1.568,0.36,1.275,2023-04-28,79877244.0,36632535.0
GOOGL,2023Q2,2023-04-30,12.85,23.539,2.255,0.212,0.32,0.25,0.234,0.426,153.866,2.339,2.378,0.781,2.485,2023-04-28,36029335.0,26620365.0
SQ,2023Q2,2023-04-30,18644.7,-65.366,1.877,-0.031,0.0,0.0,-0.052,0.819,-3.594,1.841,1.852,0.774,1.896,2023-04-28,11809495.0,9293612.0
PYPL,2023Q2,2023-04-30,17.247,36.364,3.099,0.088,0.195,0.069,0.115,2.883,13.303,1.275,1.275,0.356,4.201,2023-04-28,10700118.0,6844409.0
AMZN,2023Q2,2023-04-30,26.805,-341.08,2.105,-0.005,0.075,0.087,-0.019,2.168,5.453,0.729,0.945,1.164,7.408,2023-04-28,130342271.0,74657011.0
ADBE,2023Q2,2023-04-30,24.909,37.198,9.622,0.263,0.388,0.263,0.337,0.888,52.905,1.11,1.11,0.673,12.191,2023-04-28,2045517.0,1853076.0
MRVL,2023Q2,2023-04-30,22.368,-207.79,5.736,-0.028,0.315,0.083,-0.01,0.44,2.694,0.927,1.375,0.265,2.162,2023-04-28,9609802.0,11229551.0
TEAM,2023Q2,2023-04-30,-397.07,-106.23,7.052,-0.112,-0.042,-0.043,-1.084,6.94,-8.097,1.233,1.233,0.944,38.669,2023-04-28,1959848.0,1575948.0
QCOM,2023Q2,2023-04-30,10.291,11.177,3.029,0.276,0.356,0.334,0.806,1.875,23.432,1.254,1.746,0.903,6.917,2023-04-28,8636325.0,6200405.0
OKTA,2023Q2,2023-04-30,-21.209,-13.281,5.719,-0.439,-0.361,-0.073,-0.143,0.703,-70.586,2.204,2.204,0.201,1.94,2023-04-28,2035705.0,2336970.0
UBER,2023Q2,2023-04-30,-81.859,-6.677,1.952,-0.286,-0.024,-0.021,-0.824,3.216,-3.009,1.045,1.045,0.902,8.471,2023-04-28,28516085.0,49867118.0
VMW,2023Q2,2023-04-30,23.145,40.463,4.013,0.098,0.206,0.092,1.563,19.363,7.174,0.826,0.826,0.446,34.765,2023-04-28,826864.0,1488065.0
PLTR,2023Q2,2023-04-30,-98.973,-43.056,8.124,-0.196,-0.073,-0.041,-0.154,0.319,-39.724,5.173,5.173,0.568,6.035,2023-04-28,24915472.0,19134155.0
ISDR,2023Q2,2023-04-30,31.286,36.207,3.035,0.082,0.161,0.072,0.059,0.996,5.57,0.302,0.302,0.445,2.112,2023-04-28,11869.0,4005.0
ZS,2023Q2,2023-04-30,-97.057,-39.518,9.75,-0.241,-0.183,-0.093,-0.626,4.44,-9.652,2.052,2.052,0.48,24.862,2023-04-28,4288732.0,3202460.0
AAPL,2023Q2,2023-04-30,19.506,28.808,6.887,0.246,0.323,0.353,1.529,4.953,35.174,0.86,0.902,1.118,47.047,2023-04-28,55205261.0,52403153.0
ON,2023Q2,2023-04-30,9.309,16.932,3.733,0.228,0.393,0.303,0.351,0.933,29.403,1.995,2.779,0.771,4.994,2023-04-28,10235717.0,16195209.0
CRWD,2023Q2,2023-04-30,-275.02,-151.96,12.005,-0.082,-0.042,-0.022,-0.147,2.418,-7.403,1.726,1.726,0.519,18.383,2023-04-28,5165131.0,3714316.0
TISI,2023Q2,2023-04-30,-89.605,-0.144,0.052,-0.179,-0.005,-0.006,-1.691,4.236,-0.476,0.693,0.774,1.272,0.185,2023-04-28,30972.0,24814.0
SQ,2023Q3,2023-07-31,411.669,-201.33,2.361,-0.013,0.006,0.003,-0.014,0.773,-4.78,1.823,1.836,0.615,2.512,2023-07-31,7815048.0,6745084.0
IBM,2023Q3,2023-07-31,14.39,65.24,2.168,0.034,0.202,0.095,0.099,5.19,4.785,0.924,0.977,0.471,6.08,2023-07-31,6138902.0,4798703.0
MRVL,2023Q3,2023-07-31,26.421,-342.79,9.698,-0.029,0.28,0.073,-0.011,0.438,1.225,0.859,1.255,0.259,3.611,2023-07-31,7362196.0,6991884.0
TXN,2023Q3,2023-07-31,15.025,20.225,8.38,0.423,0.541,0.409,0.574,0.835,40.996,4.02,4.967,0.728,10.671,2023-07-31,4044341.0,4021935.0
INTC,2023Q3,2023-07-31,16.344,-52.603,2.655,-0.051,0.183,0.059,-0.028,0.769,-1.117,1.286,1.733,0.317,1.528,2023-07-31,55436089.0,24679420.0
CSCO,2023Q3,2023-07-31,12.328,18.652,3.854,0.209,0.297,0.174,0.283,1.322,35.65,1.31,1.421,0.577,5.003,2023-07-31,14095756.0,15200101.0
MSFT,2023Q3,2023-07-31,19.728,36.434,12.023,0.332,0.482,0.279,0.402,1.047,43.158,1.824,1.864,0.565,12.8,2023-07-31,25374168.0,18351467.0
CRWD,2023Q3,2023-07-31,-433.79,-248.71,14.94,-0.062,-0.032,-0.018,-0.118,2.333,-7.203,1.767,1.767,0.521,22.763,2023-07-31,3901819.0,4013275.0
